entity_id,type,debit,credit,amount,currency,fee,tax,on_hold,settled,created_at,settled_at,settlement_id,settlement_utr,order_id,order_receipt,method,notes,payment_id,dispute_id,description,email,contact
pay_MR1A1ZTh7tkPl9,payment,0,149900,149900,INR,0,0,false,true,1786716647,1786945380,setl_BQMlcIsrhXOTCX,YESBR2026081760331402,order_ShXzz18YV1vzzF,,upi,"{""note"": ""home order""}",,,,greenleafcaf42@example.in,9319554590
rfnd_w5TLI0laKml51o,refund,1549700,0,1549700,INR,0,0,false,true,1786725437,1786772520,setl_ixwGJLoNrQGiGb,YESBR2026081566207816,,,,"{""credit_note"": ""CN/2026-27/00011""}",pay_cfONvXFMzq8D3a,,,,
pay_QjEXAJgfPEn5jO,payment,0,33999,34800,INR,801,122,false,true,1786762620,1786945380,setl_BQMlcIsrhXOTCX,YESBR2026081760331402,order_aRQh92fn3hiEbr,INV/2026-27/00132,wallet,,,,,naveenkrishn67@example.in,9800837407
pay_6ORT6CWeKUUd3E,payment,0,68292,69900,INR,1608,245,false,true,1786769741,1786945380,setl_BQMlcIsrhXOTCX,YESBR2026081760331402,order_R3TpTPES4EMjh6,INV/2026-27/00229,card,,,,,aditikhan88@example.in,9013962459
pay_ownuWBPrt4FnKY,payment,0,304700,304700,INR,0,0,false,true,1786770055,1786945380,setl_BQMlcIsrhXOTCX,YESBR2026081760331402,order_73Xr9Wi0tsfvaF,INV/2026-27/00188,upi,,,,,nikhilsubram76@example.in,9477718341
pay_G28VFRnN5nm1Em,payment,0,414600,414600,INR,0,0,false,true,1786778429,1786945380,setl_BQMlcIsrhXOTCX,YESBR2026081760331402,order_ro9WucAlvAQTbK,INV/2026-27/00244,upi,,,,,riyaghosh26@example.in,9276544446
pay_ZIQo7NWqq61E2U,payment,0,617600,617600,INR,0,0,false,true,1786781017,1786945380,setl_BQMlcIsrhXOTCX,YESBR2026081760331402,order_EKoje7WHxHnHk0,00194,upi,,,,,reyanshpatel75@example.in,9535606883
pay_5Eq3adgQy1xpsb,payment,0,99900,99900,INR,0,0,false,true,1786787911,1786945380,setl_BQMlcIsrhXOTCX,YESBR2026081760331402,order_hhDJTFfzhFE7l6,00240,upi,,,,,riyaghosh26@example.in,9276544446
pay_14RhJyCtWG5jUM,payment,0,1844700,1844700,INR,0,0,false,true,1786802342,1786945380,setl_BQMlcIsrhXOTCX,YESBR2026081760331402,order_8uEia875rjmL6K,inv_00216,upi,,,,,ishageorge67@example.in,9801759898
pay_LaQan8ePsqMgLj,payment,0,219900,219900,INR,0,0,false,true,1786808651,1786945380,setl_BQMlcIsrhXOTCX,YESBR2026081760331402,order_XCwYjn5zYIkN5S,INV/2026-27/00126,upi,,,,,siddharthban92@example.in,9424861114
pay_0vaXXXp4vYfIkg,payment,0,249900,249900,INR,0,0,false,true,1786850574,1787031060,setl_HEpT73GIyIssz1,YESBR2026081814273705,order_uBOvxeIh9DknHd,INV/2026-27/00235,upi,,,,,riyareddy93@example.in,9347861221
pay_GhHw1F96ewn294,payment,0,124859,127800,INR,2941,449,false,true,1786860964,1787031060,setl_HEpT73GIyIssz1,YESBR2026081814273705,order_rTlaqre9cmGdAY,INV/2026-27/00191,card,,,,,abhishekgupt98@example.in,9890786666
pay_nopMXYGT0d0peM,payment,0,246885,252700,INR,5815,887,false,true,1786865762,1787031060,setl_HEpT73GIyIssz1,YESBR2026081814273705,order_nNXSl0tvfZWDL6,,card,,,,,poojageorge90@example.in,9841537760
pay_rTyRqBRlEaZUZr,payment,0,73212,74800,INR,1588,242,false,true,1786866341,1787031060,setl_HEpT73GIyIssz1,YESBR2026081814273705,order_tuEFBNOfQ5xj7t,INV/2026-27/00125,netbanking,,,,,meerarathore21@example.in,9269060443
pay_tZE9ytOO45KEu5,payment,0,68292,69900,INR,1608,245,false,true,1786868213,1787031060,setl_HEpT73GIyIssz1,YESBR2026081814273705,order_tV3wK6gML15HeE,,card,"{""note"": ""Kiran from Brightpath, office order""}",,,,arjun.1418@example.net,9351917037
pay_85U5yEo9lMZsWD,payment,0,180450,184700,INR,4250,648,false,true,1786871712,1787031060,setl_HEpT73GIyIssz1,YESBR2026081814273705,order_UYiVm69Fg30GvZ,,wallet,"{""note"": ""for invoices 256 & 257""}",,,,ganeshkurian26@example.in,9001826330
rfnd_7CpRjltBu76gTG,refund,304700,0,304700,INR,0,0,false,true,1786872550,1786945380,setl_BQMlcIsrhXOTCX,YESBR2026081760331402,,,,,pay_ownuWBPrt4FnKY,,,,
pay_gW4TgljZHkNGug,payment,0,77964,79800,INR,1836,280,false,true,1786879256,1787031060,setl_HEpT73GIyIssz1,YESBR2026081814273705,order_y64ae2bJP0fGJN,INV/2026-27/00231,card,,,,,umajoshi39@example.in,9734419792
pay_IwwTWBulZESbRR,payment,0,807800,807800,INR,0,0,false,true,1786891225,1787031060,setl_HEpT73GIyIssz1,YESBR2026081814273705,order_xh9OXs1JPnOpTL,INV/2026-27/00249,upi,,,,,aditiagarwal53@example.in,9901092815
pay_G8GHBXKSZPWrDP,payment,0,485350,485350,INR,0,0,false,true,1786895425,1787031060,setl_HEpT73GIyIssz1,YESBR2026081814273705,order_R8SE9hcV1jZRsd,INV/2026-27/00278,upi,,,,,poojamukherj20@example.in,9751074314
pay_sQtA9dtVK4wAAb,payment,0,129800,129800,INR,0,0,false,true,1786897191,1787031060,setl_HEpT73GIyIssz1,YESBR2026081814273705,order_xPmzUzn8aB5kBh,INV/2026-27/00102,upi,,,,,rameshkamath30@example.in,9077642656
pay_cxvjcnqcMUP6n0,payment,0,29900,29900,INR,0,0,false,true,1786936940,1787119620,setl_0qEuURnUC3wTtD,YESBR2026081958246117,order_ARxlNtencYFJEe,inv-101,upi,,,,,greenleafcaf42@example.in,9319554590
pay_vGUlFIWGaQ3jM9,payment,0,149800,149800,INR,0,0,false,true,1786958615,1787119620,setl_0qEuURnUC3wTtD,YESBR2026081958246117,order_5Yklb6PJ4Wh3Kx,,upi,"{""note"": ""Venky - curtains""}",,,,ajay.1946@example.net,9356261635
pay_vZjpTifmrI1YiJ,payment,0,131698,134800,INR,3102,473,false,true,1786960793,1787119620,setl_0qEuURnUC3wTtD,YESBR2026081958246117,order_YZpkxwnUzyO9Ln,INV/2026-27/00161,card,,,,,kabirsaxena94@example.in,9786843353
pay_Biam7Lng1ODpWq,payment,0,439200,439200,INR,0,0,false,true,1786964253,1787119620,setl_0qEuURnUC3wTtD,YESBR2026081958246117,order_IvUdboUboGsnOT,INV/2026-27/00252,upi,"{""note"": ""part payment 1 of 2""}",,,,vivaanpai63@example.in,9183654610
pay_Kyl3S9qPpAx9Hq,payment,0,396104,404700,INR,8596,1311,false,true,1786972924,1787119620,setl_0qEuURnUC3wTtD,YESBR2026081958246117,order_SVdNREnRuZ6aCE,INV/2026-27/00247,netbanking,,,,,vivaandas57@example.in,9572101415
pay_TAgdB60g9b5ses,payment,0,117141,119900,INR,2759,421,false,true,1786977715,1787119620,setl_0qEuURnUC3wTtD,YESBR2026081958246117,order_iAeHy2tZQPTGLh,,wallet,"{""note"": ""thanks""}",,,,nehafernande18@example.in,9881817414
pay_V0oOVVPcpg6mZa,payment,0,175663,179800,INR,4137,631,false,true,1787021943,1787206380,setl_fWxUPn0oYBPVRq,YESBR2026082095259961,order_zp879oXRc7JOK6,INV/2026-27/00230,card,,,,,nishayadav36@example.in,9191284529
pay_Rkj9Zhx9PkOZAE,payment,0,219900,219900,INR,0,0,false,true,1787044790,1787206380,setl_fWxUPn0oYBPVRq,YESBR2026082095259961,order_C8rYWKvsrdNPTZ,,upi,"{""note"": ""home order""}",,,,greenleafcaf42@example.in,9319554590
pay_JluXbunDh9sDOx,payment,0,349900,349900,INR,0,0,false,true,1787055583,1787206380,setl_fWxUPn0oYBPVRq,YESBR2026082095259961,order_SxE87OmI93QQlx,INV/2026-27/00282,upi,,,,,ayeshashah31@example.in,9538885393
pay_x6cTCyxcTWsABP,payment,0,73078,74800,INR,1722,263,false,true,1787055676,1787206380,setl_fWxUPn0oYBPVRq,YESBR2026082095259961,order_wpy2Li7Nm2TLxe,,card,"{""note"": ""thanks""}",,,,sharmatrader90@example.in,9636060710
pay_ZCGGQccOif7UuX,payment,0,49900,49900,INR,0,0,false,true,1787061725,1787206380,setl_fWxUPn0oYBPVRq,YESBR2026082095259961,order_dWG5yP8Yib2eNU,INV/2026-27/00106,upi,,,,,adityapillai28@example.in,9154728038
pay_Nm5lntQ5qikdoD,payment,0,342532,350600,INR,8068,1231,false,true,1787064712,1787206380,setl_fWxUPn0oYBPVRq,YESBR2026082095259961,order_TTR9SYZtzuHUtd,INV/2026-27/00252,card,"{""note"": ""part 2 of 2""}",,,,vivaanpai63@example.in,9183654610
pay_Jp4FK67R4TdzQY,payment,0,258609,264700,INR,6091,929,false,true,1787131240,1787292360,setl_xSbrJdvxAcB9MH,YESBR2026082199953289,order_RX8v0yz8foPR1Y,INV/2026-27/00212,card,,,,,bhavnarathor70@example.in,9439575513
pay_JuZMhc76RpqwmS,payment,0,899900,899900,INR,0,0,false,true,1787131913,1787292360,setl_xSbrJdvxAcB9MH,YESBR2026082199953289,order_LChYbFheZqljJ7,,upi,"{""note"": ""pymt agnst invc no. 177""}",,,,rameshsen50@example.in,9150556130
pay_JLhFz9KjA2Yr3N,payment,0,1034600,1034600,INR,0,0,false,true,1787139444,1787292360,setl_xSbrJdvxAcB9MH,YESBR2026082199953289,order_2CSDsUwswzHJMy,,upi,,,,,rameshkamath30@example.in,9077642656
pay_hJuz4k6i5EEF7r,payment,0,299900,299900,INR,0,0,false,true,1787140386,1787292360,setl_xSbrJdvxAcB9MH,YESBR2026082199953289,order_JFWLvkv4gxy9hi,INV/2026-27/00281,upi,,,,,kavithatiwar68@example.in,9224704558
pay_JGT1W8hO9UGgD1,payment,0,494079,504800,INR,10721,1635,false,true,1787144134,1787292360,setl_xSbrJdvxAcB9MH,YESBR2026082199953289,order_k99mKEXfixXNdz,,netbanking,"{""note"": ""payment against bill 0175""}",,,,divyakurian71@example.in,9511637265
pay_0DNBZZdPaRXLuj,payment,0,59900,59900,INR,0,0,false,true,1787147122,1787292360,setl_xSbrJdvxAcB9MH,YESBR2026082199953289,order_rkcrOg258LewmC,INV/2026-27/00158,upi,,,,,aditikhan88@example.in,9013962459
pay_AJAPfZ8ROyF9Tx,payment,0,249800,249800,INR,0,0,false,true,1787149637,1787292360,setl_xSbrJdvxAcB9MH,YESBR2026082199953289,order_uk1KF0dYIw5imH,INV/2026-27/00217,upi,,,,,aditikurian56@example.in,9711777741
pay_tYnzNLeK6kjcbh,payment,0,68096,69700,INR,1604,245,false,true,1787198999,1787378940,setl_39tZYovvEgUYVV,YESBR2026082234967253,order_kwjSbbciSPOcSe,,card,,,,,sanabhat58@example.in,9450749528
pay_JvSA3VTrzBuIAy,payment,0,29900,29900,INR,0,0,false,true,1787201688,1787378940,setl_39tZYovvEgUYVV,YESBR2026082234967253,order_y4AZj5OapMG7qS,INV192,upi,,,,,kabirrao12@example.in,9883873716
pay_06EMXQdYG6INyN,payment,0,444800,444800,INR,0,0,false,true,1787202643,1787378940,setl_39tZYovvEgUYVV,YESBR2026082234967253,order_SSM4RfncQODOWl,INV/2026-27/00130,upi,,,,,adityapillai28@example.in,9154728038
pay_yrv9jxkow40N45,payment,0,107566,109900,INR,2334,356,false,true,1787215771,1787378940,setl_39tZYovvEgUYVV,YESBR2026082234967253,order_u94GYMm219kzHa,INV/2026-27/00214,netbanking,,,,,simrandutta77@example.in,9936439008
pay_rBxe9OrUfLhzyG,payment,0,34159,34900,INR,741,113,false,true,1787226974,1787378940,setl_39tZYovvEgUYVV,YESBR2026082234967253,order_Q34dZx9IvQqePE,inv_00224,netbanking,,,,,jayasubraman65@example.in,9865635515
pay_dkwwAfmOtiiRTF,payment,0,79900,79900,INR,0,0,false,true,1787230815,1787378940,setl_39tZYovvEgUYVV,YESBR2026082234967253,order_TpaGSCi7PwSti4,INV/2026-27/00167,upi,,,,,umajoshi39@example.in,9734419792
pay_fquKoPf96QGzlC,payment,0,1619459,1657600,INR,38141,5818,false,true,1787240423,1787378940,setl_39tZYovvEgUYVV,YESBR2026082234967253,order_9pUolc8q8wd5J5,inv_00139,card,,,,,riyasen36@example.in,9878375762
pay_ni6pU3IGp4gag8,payment,0,149900,149900,INR,0,0,false,true,1787281310,1787550240,setl_Fgxmr5FcTi5v2A,YESBR2026082468955292,order_YSKnSVofWkj1qb,,upi,"{""note"": ""thanks""}",,,,riyareddy93@example.in,9347861221
adj_GzkoQnBqQDfp5D,adjustment,249800,0,249800,INR,0,0,false,true,1787282054,1787378940,setl_39tZYovvEgUYVV,YESBR2026082234967253,,,,,pay_AJAPfZ8ROyF9Tx,disp_QzgmAfIRsxvprQ,Dispute debit - chargeback,,
pay_alIrHqfuyqQ2tJ,payment,0,119800,119800,INR,0,0,false,true,1787302976,1787550240,setl_Fgxmr5FcTi5v2A,YESBR2026082468955292,order_ARdttp3yZB2Iqt,INV/2026-27/00200,upi,,,,,naveenchauha12@example.in,9931002516
pay_5bwJIY7uO8Ehvq,payment,0,74700,74700,INR,0,0,false,true,1787303378,1787550240,setl_Fgxmr5FcTi5v2A,YESBR2026082468955292,order_KY2qbxZyexZ6OI,,upi,"{""note"": ""Anu (Ananya C.) birthday gift""}",,,,kiran.5680@example.net,9120957774
pay_FZymYWU7otMdRz,payment,0,899900,899900,INR,0,0,false,true,1787307313,1787550240,setl_Fgxmr5FcTi5v2A,YESBR2026082468955292,order_7qLWaYyDIfIZwX,INV/2026-27/00136,upi,,,,,aakashpandey20@example.in,9223307924
pay_flkwyla4szJxhv,payment,0,591856,604700,INR,12844,1959,false,true,1787311524,1787550240,setl_Fgxmr5FcTi5v2A,YESBR2026082468955292,order_vzPe9hB06wJpym,INV/2026-27/00160,netbanking,,,,,nikhilpai27@example.in,9070741374
pay_tGlhP5sSv07G4A,payment,0,434700,434700,INR,0,0,false,true,1787316033,1787550240,setl_Fgxmr5FcTi5v2A,YESBR2026082468955292,order_s0GnG5mAldOKMg,INV/2026-27/00156,upi,,,,,ganeshkurian26@example.in,9001826330
pay_fsOJTFDQ74q69d,payment,0,131698,134800,INR,3102,473,false,true,1787319120,1787550240,setl_Fgxmr5FcTi5v2A,YESBR2026082468955292,order_da4PR0NfyttUMk,INV-00133,card,,,,,vivaandas57@example.in,9572101415
pay_zksWmeV5HbCXmY,payment,0,1399800,1399800,INR,0,0,false,true,1787321832,1787550240,setl_Fgxmr5FcTi5v2A,YESBR2026082468955292,order_XqmJWS1sVY8b6V,INV/2026-27/00225,upi,,,,,naveenchauha12@example.in,9931002516
pay_lcrhDFLGWrhhhz,payment,0,729800,729800,INR,0,0,false,true,1787330314,1787550240,setl_Fgxmr5FcTi5v2A,YESBR2026082468955292,order_Lo3ojQKDVzk80b,INV/2026-27/00147,upi,,,,,meerarathore21@example.in,9269060443
pay_CQ4hJhqAo0iEFJ,payment,0,1165017,1199700,INR,34683,5291,false,true,1787367629,1787550240,setl_Fgxmr5FcTi5v2A,YESBR2026082468955292,order_5jSFpFkIM3Vak1,INV/2026-27/00127,card,,,,,sharmatrader90@example.in,9636060710
pay_cCdNppock7L2lu,payment,0,43866,44900,INR,1034,158,false,true,1787369275,1787550240,setl_Fgxmr5FcTi5v2A,YESBR2026082468955292,order_0DtAMq94F8epRy,,card,"{""note"": ""home order""}",,,,ganeshsen26@example.in,9057986828
pay_PUVOIqJwOkKOuw,payment,0,273955,279900,INR,5945,907,false,true,1787380562,1787550240,setl_Fgxmr5FcTi5v2A,YESBR2026082468955292,order_VlSwA5bZTDXgvg,INV/2026-27/00226,netbanking,,,,,tanvimenon13@example.in,9640037614
pay_pyyRyMX5oZCsSa,payment,0,110106,112700,INR,2594,396,false,true,1787384777,1787550240,setl_Fgxmr5FcTi5v2A,YESBR2026082468955292,order_BkL60W4Ycs1jZ4,,wallet,"{""note"": ""order #135 - thanks""}",,,,reyanshchand45@example.in,9041042346
pay_IEQJ2QAWerzxT6,payment,0,529800,529800,INR,0,0,false,true,1787389431,1787550240,setl_Fgxmr5FcTi5v2A,YESBR2026082468955292,order_s2OhqCXacI0SKt,INV/2026-27/00219,upi,,,,,naveenkrishn67@example.in,9800837407
pay_c6TdzSJuRPCJQu,payment,0,97601,99900,INR,2299,351,false,true,1787393160,1787550240,setl_Fgxmr5FcTi5v2A,YESBR2026082468955292,order_EVP2EGvLIyp0OY,INV/2026-27/00193,card,,,,,urbanneststu43@example.in,9544091031
pay_5JtNEE0tbpvomG,payment,0,469800,469800,INR,0,0,false,true,1787396077,1787550240,setl_Fgxmr5FcTi5v2A,YESBR2026082468955292,order_za7wk38puJuFrs,INV/2026-27/00151,upi,,,,,ishaanmishra95@example.in,9361341252
pay_jl7O4pDbmuhYGT,payment,0,133900,133900,INR,0,0,false,true,1787397923,1787550240,setl_Fgxmr5FcTi5v2A,YESBR2026082468955292,order_RTEHtXegQeNyBE,INV/2026-27/00253,upi,"{""note"": ""part payment 1 of 2""}",,,,johnhegde12@example.in,9587706589
pay_fF71WcjBWfKA6s,payment,0,813104,830750,INR,17646,2692,false,true,1787400147,1787550240,setl_Fgxmr5FcTi5v2A,YESBR2026082468955292,order_T7afLXigyr4hM3,INV/2026-27/00277,netbanking,,,,,johnsharma84@example.in,9558495298
rfnd_Gp7cM7lmeqfXvW,refund,604700,0,604700,INR,0,0,false,true,1787402127,1787550240,setl_Fgxmr5FcTi5v2A,YESBR2026082468955292,,,,"{""credit_note"": ""CN/2026-27/00016""}",pay_flkwyla4szJxhv,,,,
pay_QaJVnbl1GZ1Dnh,payment,0,102700,102700,INR,0,0,false,true,1787407907,1787550240,setl_Fgxmr5FcTi5v2A,YESBR2026082468955292,order_nQBhNfIHwRgfUp,INV/2026-27/00232,upi,,,,,nishayadav36@example.in,9191284529
pay_iLNcnk0xUDvKDy,payment,0,299900,299900,INR,0,0,false,true,1787417540,1787550240,setl_Fgxmr5FcTi5v2A,YESBR2026082468955292,order_avLEvobpD4McOj,INV/2026-27/00179,upi,,,,,ishageorge67@example.in,9801759898
pay_54cnDME4TfUsv1,payment,0,168641,172300,INR,3659,558,false,true,1787418491,1787550240,setl_Fgxmr5FcTi5v2A,YESBR2026082468955292,order_9iP0WhPl1Gqvkk,INV/2026-27/00279,netbanking,,,,,lathasubrama26@example.in,9563480770
pay_5wMPLCM7HUFpk5,payment,0,690439,709700,INR,19261,2938,false,true,1787452323,1787636880,setl_sAjujPlTkwrd7R,YESBR2026082542934023,order_Ibzlpkd6XgaNJQ,INV/2026-27/00111,netbanking,,,,,aakashpandey20@example.in,9223307924
pay_F476fmFr3tMLIW,payment,0,229299,234700,INR,5401,824,false,true,1787456528,1787636880,setl_sAjujPlTkwrd7R,YESBR2026082542934023,order_ErX5W25oL7tcLM,INV/2026-27/00205,card,,,,,rameshsen50@example.in,9150556130
pay_1vTB1KZ6u0z2Jd,payment,0,889700,889700,INR,0,0,false,true,1787472189,1787636880,setl_sAjujPlTkwrd7R,YESBR2026082542934023,order_9R7wp3BQOaxgHl,00148,upi,,,,,ganeshsen26@example.in,9057986828
pay_nsW64aTqBTh8lN,payment,0,574177,587700,INR,13523,2063,false,true,1787479783,1787636880,setl_sAjujPlTkwrd7R,YESBR2026082542934023,order_kS8VsWzpvq9bfS,inv_00236,card,,,,,nikhilsubram76@example.in,9477718341
pay_ZQGoCu2E8TAXTx,payment,0,235900,235900,INR,0,0,false,true,1787482729,1787636880,setl_sAjujPlTkwrd7R,YESBR2026082542934023,order_7U7uNdgXDfO7ri,INV/2026-27/00253,upi,"{""note"": ""part 2 of 2""}",,,,johnhegde12@example.in,9587706589
pay_54VfB4PbxntqB5,payment,0,273362,279800,INR,6438,982,false,true,1787482930,1787636880,setl_sAjujPlTkwrd7R,YESBR2026082542934023,order_y4Oo8DiIMWSWMP,INV/2026-27/00118,wallet,,,,,imranchandra29@example.in,9880729022
pay_tZjBKyLof06vu1,payment,0,904800,904800,INR,0,0,false,true,1787487795,1787636880,setl_sAjujPlTkwrd7R,YESBR2026082542934023,order_9unB569abdqK5F,INV/2026-27/00154,upi,,,,,varunmishra86@example.in,9260026751
pay_wLkZ9FRXVFiq1S,payment,0,43866,44900,INR,1034,158,false,true,1787503797,1787636880,setl_sAjujPlTkwrd7R,YESBR2026082542934023,order_dVD1YZRLkBy0OY,,card,"{""invoice_no"": ""INV/2026-27/00211""}",,,,johnshetty33@example.in,9426462889
adj_CGzMqbzylyYaVx,adjustment,0,4294301,4294301,INR,0,0,false,true,1787628600,1787636880,setl_sAjujPlTkwrd7R,YESBR2026082542934023,,,,,,,Reserve release,,
